Course date,Year,Quarter,Member,Course code,Course ID,EventbriteID,Status,Registered,Attended,Delivery,Training days,Capacity,Course Type,Day2,Tool
3/06/2020,2020,2,USYD,UNIX101,20200603T0930_USYD_UNIX101,1.05E+11,Processed,17,14,Online,0.5,17,,,Unix
4/06/2020,2020,2,UNE,GIT101,20200604T0930_UNE_GIT101,1.05E+11,Processed,12,11,Online,0.5,12,,,Git
4/06/2020,2020,2,UON,REDCAP101,20200604T1230_UON_REDCAP101,1.07E+11,Processed,15,15,Online,0.5,15,,,REDCap
4/06/2020,2020,2,WSU,QLTRICS101,20200604T0930_WSU_QLTRICS101,1.05E+11,Processed,22,20,Online,0.5,22,,,Qualtrics
5/06/2020,2020,2,USYD,EXCEL101,20200605T0900_USYD_EXCEL101,1.05E+11,Processed,23,17,Online,1,23,,,Excel
5/06/2020,2020,2,Deakin,QLTRICS101,20200605T1000_Deakin_QLTRICS101,https://www.eventbrite.com.au/e/104986499446,Processed,21,18,Online,0.5,21,,,Qualtrics
4/06/2020,2020,2,LTU,R101,20200604T0930_LTU_R101,https://forms.gle/G5TJCcgjeF2kkAMj7,Processed,35,30,Online,1,35,,,R
9/06/2020,2020,2,UNE,QLTRICS101,20200609T1000_UNE_QLTRICS101,1.06E+11,Processed,14,11,Online,0.5,14,,,Qualtrics
9/06/2020,2020,2,UTS,REDCAP101,20200609T1000_UTS_REDCAP101,1.05E+11,Processed,18,11,Online,0.5,18,,,REDCap
9/06/2020,2020,2,USYD,SQL101,20200609T0930_USYD_SQL101,1.05E+11,Processed,13,9,Online,0.5,13,,,SQL
9/06/2020,2020,2,UNSW,R101,20200609T0930_UNSW_R101,1.04E+11,Processed,26,20,Online,1,26,,,R
9/06/2020,2020,2,UON,REDCAP101,20200609T0900_UON_REDCAP101,1.07E+11,Processed,10,10,Online,0.5,10,,,REDCap
10/06/2020,2020,2,UNE,MATLAB101,20200610T0900_UNE_MATLAB101,1.05E+11,Processed,11,10,Online,1,11,,,MATLAB
10/06/2020,2020,2,USYD,SPSS101,20200610T0930_USYD_SPSS101,1.05E+11,Processed,20,16,Online,1,20,,,SPSS
10/06/2020,2020,2,WSU,REDCAP101,20200610T0930_WSU_REDCAP101,1.05E+11,Processed,18,17,Online,0.5,18,,,REDCap
11/06/2020,2020,2,UNSW,PYTHON101,20200611T0930_UNSW_PYTHON101,1.04E+11,Processed,27,18,Online,1,27,,,Python
11/06/2020,2020,2,CSU,QLTRICS101,20200611T0930_CSU_QLTRICS101,1.05E+11,Processed,20,16,Online,0.5,20,,,Qualtrics
11/06/2020,2020,2,LTU,R203,20200611T1300_LTU_R203,https://forms.gle/YHSFqXoPhXpXZzeb9,Processed,31,29,Online,1,31,,,R
12/06/2020,2020,2,WSU,REDCAP101,20200612T1400_WSU_REDCAP101,,Manual,7,7,Online,0.5,7,,,REDCap
15/06/2020,2020,2,LTU,PYTHON101,20200615T0930_LTU_PYTHON101,https://forms.gle/YEZfsszfPEGawR9f7,Processed,10,7,Online,1,10,,,Python
16/06/2020,2020,2,UTS,R101,20200616T0930_UTS_R101,1.05E+11,Processed,24,17,Online,1,24,,,R
16/06/2020,2020,2,USYD,WEBDATA201,20200616T0930_USYD_WEBDATA201,1.05E+11,Processed,21,14,Online,1,21,,,Web Scraping
16/06/2020,2020,2,UOA,R203,20200616T1330_UOA_R203,1.05E+11,Processed,24,24,Online,1,24,,,R
17/06/2020,2020,2,UNE,SPSS101,20200617T0900_UNE_SPSS101,1.05E+11,Processed,15,7,Online,1,15,,,SPSS
18/06/2020,2020,2,Deakin,EXCEL101,20200618T1000_Deakin_EXCEL101,https://www.eventbrite.com.au/e/105191285968,Processed,22,20,Online,1,22,,,Excel
18/06/2020,2020,2,WSU,QLTRICS101,20200618T0930_WSU_QLTRICS101,1.08E+11,Processed,19,15,Online,0.5,19,,,Qualtrics
19/06/2020,2020,2,WSU,RDMT001,20200619T0930_WSU_RDMT001,1.05E+11,Processed,20,18,Online,0.5,20,,,RDMT
22/06/2020,2020,2,UOA,HPC201,20200622T1330_UOA_HPC201,1.06E+11,Processed,24,20,Online,1,24,,,HPC
23/06/2020,2020,2,UTS,REDCAP201,20200623T1000_UTS_REDCAP201,1.05E+11,Processed,17,7,Online,0.5,17,,,REDCap
23/06/2020,2020,2,USYD,QLTRICS101,20200623T0930_USYD_QLTRICS101,1.05E+11,Processed,14,13,Online,0.5,14,,,Qualtrics
23/06/2020,2020,2,UNSW,R101,20200623T0930_UNSW_R101,1.04E+11,Processed,24,18,Online,1,24,,,R
23/06/2020,2020,2,UON,REDCAP201,20200623T1330_UON_REDCAP201,1.07E+11,Processed,7,6,Online,0.5,7,,,REDCap
25/06/2020,2020,2,LTU,HPC201,20200625T0930_LTU_HPC201,https://forms.gle/szHfyp7zrUgqdof57,Processed,13,8,Online,1,13,,,HPC
25/06/2020,2020,2,USYD,MATLAB101,20200625T0930_USYD_MATLAB101,1.05E+11,Processed,19,14,Online,1,19,,,MATLAB
26/06/2020,2020,2,Deakin,QLTRICS101,20200626T1000_Deakin_QLTRICS101,1.09E+11,Processed,19,15,Online,0.5,19,,,Qualtrics
26/06/2020,2020,2,Deakin,QLTRICS101,20200626T1230_Deakin_QLTRICS101,1.09E+11,Processed,19,15,Online,0.5,19,,,Qualtrics
25/06/2020,2020,2,WSU,EXCEL101,20200625T0930_WSU_EXCEL101,1.06E+11,Processed,19,16,Online,1,19,,,Excel
25/06/2020,2020,2,UOA,SPSS101,20200625T0930_UOA_SPSS101,1.06E+11,Processed,20,13,Online,1,20,,,SPSS
29/06/2020,2020,2,UON,R101,20200629T1330_UON_R101,1.08E+11,Processed,22,19,Online,1,22,,,R
30/06/2020,2020,2,UTS,QLTRICS101,20200630T0930_UTS_QLTRICS101,1.05E+11,Processed,19,11,Online,0.5,19,,,Qualtrics
30/06/2020,2020,2,USYD,QLTRICS101,20200630T0930_USYD_QLTRICS101,1.10E+11,Processed,15,14,Online,0.5,15,,,Qualtrics
30/06/2020,2020,2,UNSW,R203,20200630T0930_UNSW_R203,1.04E+11,Processed,29,26,Online,1,29,,,R
2/07/2020,2020,3,UNSW,PYTHON101,20200702T0930_UNSW_PYTHON101,1.04E+11,Processed,27,15,Online,1,27,,,Python
2/07/2020,2020,3,Deakin,R101,20200702T1000_Deakin_R101,1.09E+11,Processed,30,25,Online,1,30,,,R
2/07/2020,2020,3,WSU,QLTRICS101,20200702T0930_WSU_QLTRICS101,1.09E+11,Processed,19,16,Online,0.5,19,,,Qualtrics
3/07/2020,2020,3,USYD,SQL101,20200703T0930_USYD_SQL101,1.10E+11,Processed,13,10,Online,0.5,13,,,SQL
3/07/2020,2020,3,UON,NVIVO101,20200703T0930_UON_NVIVO101,1.09E+11,Processed,11,9,Online,0.5,11,,,NVivo
3/07/2020,2020,3,LTU,PYTHON203,20200703T0930_LTU_PYTHON203,https://forms.gle/5gnzqQQxZc7evPHJ7,Processed,19,13,Online,1,19,,,Python
7/07/2020,2020,3,UTS,R203,20200707T0930_UTS_R203,1.05E+11,Processed,28,18,Online,1,28,,,R
7/07/2020,2020,3,USYD,EXCEL101,20200707T0930_USYD_EXCEL101,1.10E+11,Processed,16,14,Online,1,16,,,Excel
7/07/2020,2020,3,UOA,PYTHON101,20200707T0930_UOA_PYTHON101,1.05E+11,Processed,21,16,Online,1,21,,,Python
8/07/2020,2020,3,CSU,SQL101,20200708T0930_CSU_SQL101,1.08E+11,Processed,13,10,Online,0.5,13,,,SQL
8/07/2020,2020,3,WSU,REDCAP101,20200708T0930_WSU_REDCAP101,1.09E+11,Processed,15,11,Online,0.5,15,,,REDCap
9/07/2020,2020,3,UNSW,PYTHON203,20200709T0930_UNSW_PYTHON203,1.04E+11,Processed,29,21,Online,1,29,,,Python
10/07/2020,2020,3,UON,EXCEL101,20200710T1100_UON_EXCEL101,,Manual,12,10,Online,1,12,,,Excel
10/07/2020,2020,3,Deakin,REDCAP101,20200710T1000_Deakin_REDCAP101,1.09E+11,Processed,12,10,Online,0.5,12,,,REDCap
10/07/2020,2020,3,Deakin,REDCAP201,20200710T1000_Deakin_REDCAP201,1.09E+11,Processed,12,10,Online,0.5,12,,,REDCap
14/07/2020,2020,3,UTS,PYTHON101,20200714T0930_UTS_PYTHON101,1.07E+11,Processed,20,16,Online,1,20,,,Python
14/07/2020,2020,3,UON,MATLAB101,20200714T0930_UON_MATLAB101,1.08E+11,Processed,17,9,Online,1,17,,,MATLAB
14/07/2020,2020,3,UOA,PYTHON203,20200714T1330_UOA_PYTHON203,1.05E+11,Processed,26,22,Online,1,26,,,Python
15/07/2020,2020,3,UNE,R101,20200715T0900_UNE_R101,1.05E+11,Processed,18,13,Online,1,18,,,R
15/07/2020,2020,3,WSU,QLTRICS101,20200715T0930_WSU_QLTRICS101,1.11E+11,Processed,16,10,Online,0.5,16,,,Qualtrics
16/07/2020,2020,3,USYD,R102,20200716T0930_USYD_R102,1.10E+11,Processed,14,13,Online,1,14,,,R
16/07/2020,2020,3,UON,REDCAP101,20200716T0930_UON_REDCAP101,1.13E+11,Processed,14,13,Online,0.5,14,,,REDCap
16/07/2020,2020,3,Deakin,PYTHON101,20200716T1000_Deakin_PYTHON101,1.09E+11,Processed,22,16,Online,1,22,,,Python
16/07/2020,2020,3,LTU,EXCEL101,20200716T1330_LTU_EXCEL101,https://forms.gle/mwtUZp7hjHHaH1te9,Processed,35,15,Online,1,35,,,Excel
17/07/2020,2020,3,WSU,RDMT001,20200717T0930_WSU_RDMT001,1.09E+11,Processed,19,15,Online,0.5,19,,,RDMT
21/07/2020,2020,3,UNSW,WEBDATA201,20200721T0930_UNSW_WEBDATA201,1.11E+11,Processed,24,19,Online,1,24,,,Web Scraping
21/07/2020,2020,3,UON,REDCAP201,20200721T0930_UON_REDCAP201,1.10E+11,Processed,11,10,Online,0.5,11,,,REDCap
22/07/2020,2020,3,UNE,PYTHON101,20200722T0900_UNE_PYTHON101,1.05E+11,Processed,12,8,Online,1,12,,,Python
22/07/2020,2020,3,WSU,EXCEL102,20200722T0930_WSU_EXCEL102,1.11E+11,Processed,21,14,Online,1,21,,,Excel
23/07/2020,2020,3,USYD,R203,20200723T1330_USYD_R203,1.10E+11,Processed,27,23,Online,1,27,,,R
23/07/2020,2020,3,LTU,R101,20200723T1330_LTU_R101,https://forms.gle/cLiVX4cF5eFdMr6q9,Processed,30,29,Online,1,30,,,R
24/07/2020,2020,3,Deakin,QLTRICS101,20200724T1000_Deakin_QLTRICS101,1.09E+11,Processed,16,13,Online,0.5,16,,,Qualtrics
24/07/2020,2020,3,Deakin,QLTRICS101,20200724T1230_Deakin_QLTRICS101,1.09E+11,Processed,16,13,Online,0.5,16,,,Qualtrics
27/07/2020,2020,3,SCU,SPSS101,20200727T1000_SCU_SPSS101,1.12E+11,Processed,23,17,Online,1,23,,,SPSS
27/07/2020,2020,3,UOA,EXCEL101,20200727T1330_UOA_EXCEL101,1.05E+11,Processed,24,18,Online,1,24,,,Excel
28/07/2020,2020,3,Deakin,RDMT001,20200728T1400_Deakin_RDMT001,,Manual,52,52,Online,0.5,52,,,RDMT
30/07/2020,2020,3,USYD,PYTHON203,20200730T0930_USYD_PYTHON203,1.10E+11,Processed,28,24,Online,1,28,,,Python
30/07/2020,2020,3,UNSW,EXCEL101,20200730T1330_UNSW_EXCEL101,1.11E+11,Processed,27,21,Online,1,27,,,Excel
3/08/2020,2020,3,UNSW,SQL101,20200803T1330_UNSW_SQL101,1.11E+11,Processed,22,18,Online,0.5,22,,,SQL
31/07/2020,2020,3,UON,NVIVO101,20200731T0930_UON_NVIVO101,1.14E+11,Processed,16,16,Online,0.5,16,,,NVivo
31/07/2020,2020,3,UON,NVIVO101,20200731T1330_UON_NVIVO101,1.14E+11,Processed,12,10,Online,0.5,12,,,NVivo
31/07/2020,2020,3,Deakin,QLTRICS101,20200731T1000_Deakin_QLTRICS101,1.11E+11,Processed,20,13,Online,0.5,20,,,Qualtrics
31/07/2020,2020,3,Deakin,QLTRICS101,20200731T1230_Deakin_QLTRICS101,1.11E+11,Processed,20,13,Online,0.5,20,,,Qualtrics
31/07/2020,2020,3,WSU,UNIX101,20200731T0930_WSU_UNIX101,1.12E+11,Processed,20,10,Online,0.5,20,,,Unix
5/08/2020,2020,3,UNE,R203,20200805T0900_UNE_R203,1.05E+11,Processed,21,14,Online,1,21,,,R
4/08/2020,2020,3,UNSW,QLTRICS101,20200804T0930_UNSW_QLTRICS101,1.11E+11,Processed,18,11,Online,0.5,18,,,Qualtrics
4/08/2020,2020,3,UON,QLTRICS101,20200804T0930_UON_QLTRICS101,1.14E+11,Processed,16,12,Online,0.5,16,,,Qualtrics
5/08/2020,2020,3,CSU,PYTHON101,20200805T0930_CSU_PYTHON101,1.07E+11,Processed,30,28,Online,1,30,,,Python
6/08/2020,2020,3,USYD,SQL101,20200806T0930_USYD_SQL101,1.13E+11,Processed,16,15,Online,0.5,16,,,SQL
7/08/2020,2020,3,WSU,PYTHON101,20200807T0930_WSU_PYTHON101,1.12E+11,Processed,13,13,Online,1,13,,,Python
10/08/2020,2020,3,Deakin,QLTRICS101,20200810T1000_Deakin_QLTRICS101,1.15E+11,Processed,24,22,Online,0.5,24,,,Qualtrics
10/08/2020,2020,3,Deakin,QLTRICS101,20200810T1300_Deakin_QLTRICS101,1.15E+11,Processed,24,22,Online,0.5,24,,,Qualtrics
12/08/2020,2020,3,USYD,PYTHON101,20200812T0930_USYD_PYTHON101,1.13E+11,Processed,30,29,Online,1,30,,,Python
12/08/2020,2020,3,WSU,QLTRICS101,20200812T0930_WSU_QLTRICS101,1.14E+11,Processed,14,7,Online,0.5,14,,,Qualtrics
13/08/2020,2020,3,UNSW,SPSS101,20200813T0930_UNSW_SPSS101,1.11E+11,Processed,18,15,Online,1,18,,,SPSS
13/08/2020,2020,3,UON,REDCAP101,20200813T0930_UON_REDCAP101,1.14E+11,Processed,16,14,Online,0.5,16,,,REDCap
13/08/2020,2020,3,UON,NVIVO101,20200813T1330_UON_NVIVO101,1.16E+11,Processed,13,12,Online,0.5,13,,,NVivo
13/08/2020,2020,3,Deakin,PYTHON203,20200813T0930_Deakin_PYTHON203,1.15E+11,Processed,25,20,Online,1,25,,,Python
17/08/2020,2020,3,UON,PYTHON101,20200817T1330_UON_PYTHON101,1.14E+11,Processed,21,12,Online,1,21,,,Python
17/08/2020,2020,3,LTU,EXCEL101,20200817T1330_LTU_EXCEL101,https://forms.gle/T9uf3o5fNxLX3nkr5,Processed,23,17,Online,1,23,,,Excel
7/08/2020,2020,3,LTU,REDCAP101,20200807T0930_LTU_REDCAP101,https://forms.gle/8ZvvDtc2pHkN2C5q9,Processed,39,27,Online,0.5,39,,,REDCap
18/08/2020,2020,3,UNSW,MATLAB101,20200818T0930_UNSW_MATLAB101,1.11E+11,Processed,14,12,Online,1,14,,,MATLAB
19/08/2020,2020,3,LTU,R203,20200819T1330_LTU_R203,https://forms.gle/7HjLjzpq8vFXXcA2A,Processed,16,14,Online,1,16,,,R
20/08/2020,2020,3,USYD,R102,20200820T0930_USYD_R102,1.13E+11,Processed,29,26,Online,1,29,,,R
20/08/2020,2020,3,SCU,R101,20200820T0930_SCU_R101,1.12E+11,Processed,23,16,Online,1,23,,,R
20/08/2020,2020,3,UON,REDCAP201,20200820T0930_UON_REDCAP201,1.14E+11,Processed,10,8,Online,0.5,10,,,REDCap
20/08/2020,2020,3,Deakin,R203,20200820T0930_Deakin_R203,1.15E+11,Processed,27,22,Online,1,27,,,R
20/08/2020,2020,3,WSU,RDMT001,20200820T0930_WSU_RDMT001,1.12E+11,Processed,20,15,Online,0.5,20,,,RDMT
21/08/2020,2020,3,UON,NVIVO101,20200821T1100_UON_NVIVO101,1.15E+11,Processed,16,16,Online,0.5,16,,,NVivo
21/08/2020,2020,3,WSU,PYTHON203,20200821T0930_WSU_PYTHON203,1.12E+11,Processed,21,17,Online,1,21,,,Python
24/08/2020,2020,3,UNSW,UNIX101,20200824T1330_UNSW_UNIX101,1.11E+11,Processed,13,11,Online,0.5,13,,,Unix
24/08/2020,2020,3,Deakin,REDCAP101,20200824T1000_Deakin_REDCAP101,1.15E+11,Processed,20,15,Online,0.5,20,,,REDCap
24/08/2020,2020,3,Deakin,REDCAP201,20200824T1300_Deakin_REDCAP201,1.15E+11,Processed,20,15,Online,0.5,20,,,REDCap
25/08/2020,2020,3,UTS,PYTHON203,20200825T0930_UTS_PYTHON203,1.13E+11,Processed,17,13,Online,1,17,,,Python
25/08/2020,2020,3,USYD,EXCEL101,20200825T0930_USYD_EXCEL101,1.13E+11,Processed,28,25,Online,1,28,,,Excel
25/08/2020,2020,3,ACU,QLTRICS101,20200825T1000_ACU_QLTRICS101,1.16E+11,Processed,21,21,Online,0.5,21,,,Qualtrics
25/08/2020,2020,3,UON,NVIVO101,20200825T0930_UON_NVIVO101,1.14E+11,Processed,16,12,Online,0.5,16,,,NVivo
25/08/2020,2020,3,UOA,MATLAB101,20200825T0930_UOA_MATLAB101,1.06E+11,Processed,23,18,Online,1,23,,,MATLAB
26/08/2020,2020,3,ACU,REDCAP101,20200826T1000_ACU_REDCAP101,1.16E+11,Processed,23,19,Online,0.5,23,,,REDCap
26/08/2020,2020,3,WSU,EXCEL102,20200826T0930_WSU_EXCEL102,1.16E+11,Processed,19,19,Online,1,19,,,Excel
27/08/2020,2020,3,LTU,PYTHON101,20200827T1330_LTU_PYTHON101,https://forms.gle/4Cu5fr9dSPoizHSW6,Processed,20,7,Online,1,20,,,Python
28/08/2020,2020,3,USYD,QLTRICS101,20200828T0930_USYD_QLTRICS101,1.12E+11,Processed,14,10,Online,0.5,14,,,Qualtrics
28/08/2020,2020,3,UNSW,GIT101,20200828T0930_UNSW_GIT101,1.11E+11,Processed,21,17,Online,0.5,21,,,Git
28/08/2020,2020,3,UON,NVIVO101,20200828T0930_UON_NVIVO101,1.15E+11,Processed,16,13,Online,0.5,16,,,NVivo
28/08/2020,2020,3,Deakin,SQL101,20200828T1000_Deakin_SQL101,1.15E+11,Processed,23,19,Online,0.5,23,,,SQL
1/09/2020,2020,3,UTS,UNIX101,20200901T0930_UTS_UNIX101,1.13E+11,Processed,27,16,Online,0.5,27,,,Unix
1/09/2020,2020,3,UNSW,PYTHON101,20200901T0930_UNSW_PYTHON101,1.11E+11,Processed,27,24,Online,1,27,,,Python
1/09/2020,2020,3,ACU,REDCAP201,20200901T1000_ACU_REDCAP201,1.16E+11,Processed,16,14,Online,0.5,16,,,REDCap
3/09/2020,2020,3,USYD,EXCEL101,20200903T0930_USYD_EXCEL101,1.17E+11,Processed,28,23,Online,1,28,,,Excel
4/09/2020,2020,3,WSU,R101,20200904T0930_WSU_R101,1.16E+11,Processed,17,13,Online,1,17,,,R
7/09/2020,2020,3,UON,HPC201,20200907T1330_UON_HPC201,1.14E+11,Processed,23,19,Online,1,23,,,HPC
8/09/2020,2020,3,UTS,EXCEL101,20200908T1000_UTS_EXCEL101,1.13E+11,Processed,29,19,Online,1,29,,,Excel
8/09/2020,2020,3,USYD,SPSS101,20200908T0930_USYD_SPSS101,1.17E+11,Processed,25,23,Online,1,25,,,SPSS
8/09/2020,2020,3,UNSW,R101,20200908T0930_UNSW_R101,1.11E+11,Processed,26,24,Online,1,26,,,R
8/09/2020,2020,3,ACU,EXCEL101,20200908T1000_ACU_EXCEL101,1.16E+11,Processed,20,19,Online,1,20,,,Excel
9/09/2020,2020,3,UNE,SPSS101,20200909T0930_UNE_SPSS101,1.19E+11,Processed,19,14,Online,1,19,,,SPSS
10/09/2020,2020,3,LTU,R101,20200910T1330_LTU_R101,https://forms.gle/JUrcWKCUNVvmgUCA6,Processed,27,18,Online,1,27,,,R
11/09/2020,2020,3,UON,NVIVO101,20200911T1100_UON_NVIVO101,1.18E+11,Processed,16,14,Online,0.5,16,,,NVivo
11/09/2020,2020,3,WSU,R203,20200911T0930_WSU_R203,1.16E+11,Processed,23,21,Online,1,23,,,R
15/09/2020,2020,3,UTS,REDCAP101,20200915T1000_UTS_REDCAP101,1.16E+11,Processed,15,10,Online,0.5,15,,,REDCap
15/09/2020,2020,3,UNSW,PYTHON203,20200915T0930_UNSW_PYTHON203,1.11E+11,Processed,24,16,Online,1,24,,,Python
15/09/2020,2020,3,ACU,QLTRICS101,20200915T1000_ACU_QLTRICS101,1.18E+11,Processed,13,10,Online,0.5,13,,,Qualtrics
15/09/2020,2020,3,UON,REDCAP101,20200915T0930_UON_REDCAP101,1.18E+11,Processed,17,17,Online,0.5,17,,,REDCap
16/09/2020,2020,3,UNE,R101,20200916T0930_UNE_R101,1.19E+11,Processed,19,14,Online,1,19,,,R
17/09/2020,2020,3,USYD,PYTHON101,20200917T0930_USYD_PYTHON101,1.17E+11,Processed,25,21,Online,1,25,,,Python
17/09/2020,2020,3,UON,NVIVO101,20200917T1100_UON_NVIVO101,1.18E+11,Processed,19,17,Online,0.5,19,,,NVivo
18/09/2020,2020,3,WSU,RDMT001,20200918T0930_WSU_RDMT001,1.14E+11,Processed,22,13,Online,0.5,22,,,RDMT
22/09/2020,2020,3,UNSW,R203,20200922T0930_UNSW_R203,1.11E+11,Processed,22,15,Online,1,22,,,R
22/09/2020,2020,3,UON,NVIVO101,20200922T1330_UON_NVIVO101,1.19E+11,Processed,15,14,Online,0.5,15,,,NVivo
23/09/2020,2020,3,UC,R203,20200923T0930_UC_R203,1.11E+11,Processed,18,13,Online,1,18,,,R
23/09/2020,2020,3,WSU,REDCAP101,20200923T0930_WSU_REDCAP101,1.18E+11,Processed,18,14,Online,0.5,18,,,REDCap
24/09/2020,2020,3,USYD,R203,20200924T0930_USYD_R203,1.17E+11,Processed,35,32,Online,1,35,,,R
24/09/2020,2020,3,UC,PYTHON203,20200924T0930_UC_PYTHON203,1.11E+11,Processed,14,10,Online,1,14,,,Python
1/10/2020,2020,4,USYD,EXCEL101,20201001T0930_USYD_EXCEL101,1.20E+11,Processed,26,17,Online,1,26,,,Excel
1/10/2020,2020,4,UNSW,JULIA101,20201001T0930_UNSW_JULIA101,1.20E+11,Processed,23,15,Online,1,23,,,Julia
2/10/2020,2020,4,UON,QLTRICS101,20201002T1100_UON_QLTRICS101,1.18E+11,Processed,14,9,Online,0.5,14,,,Qualtrics
6/10/2020,2020,4,UNSW,EXCEL101,20201006T0930_UNSW_EXCEL101,1.20E+11,Processed,25,18,Online,1,25,,,Excel
7/10/2020,2020,4,USYD,QLTRICS101,20201007T0930_USYD_QLTRICS101,1.20E+11,Processed,18,18,Online,0.5,18,,,Qualtrics
7/10/2020,2020,4,UON,EXCEL101,20201007T1330_UON_EXCEL101,1.18E+11,Processed,22,15,Online,1,22,,,Excel
9/10/2020,2020,4,UON,NVIVO101,20201009T1100_UON_NVIVO101,1.18E+11,Processed,16,11,Online,0.5,16,,,NVivo
9/10/2020,2020,4,Deakin,GIT101,20201009T1300_Deakin_GIT101,https://www.eventbrite.com.au/e/version-control-with-git-deakin-online-tickets-120943518319,Processed,15,15,Online,0.5,15,,,Git
12/10/2020,2020,4,UON,SPSS101,20201012T1000_UON_SPSS101,1.18E+11,Processed,24,21,Online,1,24,,,SPSS
13/10/2020,2020,4,USYD,R102,20201013T0930_USYD_R102,1.20E+11,Processed,35,26,Online,1,35,,,R
13/10/2020,2020,4,UNSW,PYTHON101,20201013T0930_UNSW_PYTHON101,1.20E+11,Processed,28,19,Online,1,28,,,Python
14/10/2020,2020,4,WSU,QLTRICS101,20201014T0930_WSU_QLTRICS101,1.21E+11,Processed,22,17,Online,0.5,22,,,Qualtrics
15/10/2020,2020,4,UNE,R203,20201015T0900_UNE_R203,1.25E+11,Processed,9,7,Online,1,9,,,R
15/10/2020,2020,4,USYD,R102,20201015T0930_USYD_R102,1.24E+11,Processed,14,12,Online,1,14,,,R
15/10/2020,2020,4,UON,REDCAP101,20201015T1300_UON_REDCAP101,1.19E+11,Processed,11,10,Online,0.5,11,,,REDCap
15/10/2020,2020,4,UOA,PYTHON101,20201015T0930_UOA_PYTHON101,1.21E+11,Processed,27,18,Online,1,27,,,Python
16/10/2020,2020,4,Deakin,NVIVO101,20201016T1000_Deakin_NVIVO101,https://www.eventbrite.com.au/e/getting-started-with-nvivo-deakin-online-tickets-120941446121,Processed,34,29,Online,0.5,34,,,NVivo
16/10/2020,2020,4,QCIF,STATS201,20201016T0900_QCIF_STATS201,1.17E+11,Processed,1,0,Online,1,1,,,R
20/10/2020,2020,4,UTS,R101,20201020T0930_UTS_R101,1.25E+11,Processed,24,17,Online,1,24,,,R
20/10/2020,2020,4,UNSW,R101,20201020T1330_UNSW_R101,1.20E+11,Processed,26,19,Online,1,26,,,R
20/10/2020,2020,4,CSU,EXCEL101,20201020T0930_CSU_EXCEL101,1.07E+11,Processed,26,12,Online,1,26,,,Excel
22/10/2020,2020,4,USYD,WEBDATA201,20201022T0930_USYD_WEBDATA201,1.20E+11,Processed,25,23,Online,1,25,,,Web Scraping
22/10/2020,2020,4,WSU,RDMT001,20201022T0930_WSU_RDMT001,1.14E+11,Processed,17,11,Online,0.5,17,,,RDMT
22/10/2020,2020,4,QCIF,STATS202,20201022T0900_QCIF_STATS202,1.17E+11,Processed,1,0,Online,1,1,,,R
26/10/2020,2020,4,UNSW,PYTHON203,20201026T1330_UNSW_PYTHON203,1.20E+11,Processed,25,14,Online,1,25,,,Python
20/10/2020,2020,4,LTU,SPSS101,20201020T0930_LTU_SPSS101,https://forms.gle/V4nx3XtA9szyu44i9,Processed,24,15,Online,1,24,,,SPSS
22/10/2020,2020,4,LTU,EXCEL101,20201022T1300_LTU_EXCEL101,https://forms.gle/Lw9DYSge1p7jAesbA,Processed,28,14,Online,1,28,,,Excel
27/10/2020,2020,4,UTS,R203,20201027T0930_UTS_R203,1.25E+11,Processed,20,13,Online,1,20,,,R
27/10/2020,2020,4,UOA,HPC201,20201027T0930_UOA_HPC201,1.23E+11,Processed,25,13,Online,1,25,,,HPC
30/10/2020,2020,4,SCU,NVIVO101,20201030T1100_SCU_NVIVO101,1.20E+11,Processed,31,13,Online,0.5,31,,,NVivo
30/10/2020,2020,4,Deakin,WEBDATA201,20201030T1300_Deakin_WEBDATA201,https://www.eventbrite.com.au/e/collecting-web-data-deakin-online-tickets-120944625631,Processed,33,29,Online,1,33,,,Web Scraping
3/11/2020,2020,4,UNSW,NVIVO101,20201103T0930_UNSW_NVIVO101,1.20E+11,Processed,24,18,Online,0.5,24,,,NVivo
4/11/2020,2020,4,USYD,EXCEL101,20201104T0930_USYD_EXCEL101,1.25E+11,Processed,15,12,Online,1,15,,,Excel
4/11/2020,2020,4,UON,R101,20201104T1330_UON_R101,1.18E+11,Processed,21,17,Online,1,21,,,R
5/11/2020,2020,4,UNSW,R203,20201105T0930_UNSW_R203,1.20E+11,Processed,25,11,Online,1,25,,,R
9/11/2020,2020,4,WSU,R101,20201109T0930_WSU_R101,1.25E+11,Processed,21,17,Online,1,21,,,R
10/11/2020,2020,4,USYD,R102,20201110T0930_USYD_R102,1.25E+11,Processed,35,31,Online,1,35,,,R
11/11/2020,2020,4,UNE,PYTHON101,20201111T0930_UNE_PYTHON101,1.26E+11,Processed,14,8,Online,1,14,,,Python
5/11/2020,2020,4,LTU,R203,20201105T1330_LTU_R203,https://forms.gle/nL9Dao7hoh5Fw5CZ7,Processed,17,6,Online,1,17,,,R
12/11/2020,2020,4,UNSW,EXCEL101,20201112T0930_UNSW_EXCEL101,1.20E+11,Processed,30,19,Online,1,30,,,Excel
13/11/2020,2020,4,WSU,R203,20201113T0930_WSU_R203,1.25E+11,Processed,24,12,Online,1,24,,,R
13/11/2020,2020,4,QCIF,STATS201,20201113T0900_QCIF_STATS201,1.17E+11,Processed,1,0,Online,1,1,,,R
