Course date,Year,Quarter,Member,Course code,Course ID,EventbriteID,Status,Registered,Attended,Delivery,Training days,Capacity,Course Type,Day2,Tool,Month,Day,Primary_Trainer,Assistant_Trainer,Unique_ID
07/09/2018,2018,3,USYD,MATLAB101,20180907T0930_USYD_matlab,47100074591,Processed,17,7,InPerson,1,17,,,MATLAB,9,Fri,"AG, SW",,43350_USYD_MATLAB101
11/09/2018,2018,3,UTS,R101,20180911T0930_UTS_r,43585649852,Processed,41,28,InPerson,1,41,,,R,9,Tue,"WB, WC",,43354_UTS_R101
12/09/2018,2018,3,UTS,R203,20180912T0930_UTS_r2,43585660885,Processed,37,20,InPerson,1,37,,,R,9,Wed,"AG, WC",,43355_UTS_R203
12/09/2018,2018,3,ACU,EXCEL101,20180912T0930_ACU_excel,,Manual,16,12,InPerson,1,16,,,Excel,9,Wed,AW,,43355_ACU_EXCEL101
12/09/2018,2018,3,ACU,GFT101,20180912T1330_ACU_gft,,Manual,16,7,InPerson,0.5,16,,,Google Fusion Tables,9,Wed,AW,,43355_ACU_GFT101
12/09/2018,2018,3,ACU,HPC201,20180912T1530_ACU_hpc04,,Manual,6,3,InPerson,1,6,,,HPC,9,Wed,AW,,43355_ACU_HPC201
12/09/2018,2018,3,LTU,R101,20180912T0930_LTU_r,https://goo.gl/forms/vkJAZq8YCuiCpU5j1,Manual,27,23,InPerson,1,27,,,R,9,Wed,"GM, MS",,43355_LTU_R101
12/09/2018,2018,3,CSU,RDMT001,20180912T1300_CSU_rdmt,,Manual,9,5,InPerson,0.5,9,,,RDMT,9,Wed,"PT, DG",,43355_CSU_RDMT001
13/09/2018,2018,3,UTS,EXCEL101,20180913T0930_UTS_excel,43585672921,Processed,33,20,InPerson,1,33,,,Excel,9,Thu,"JA, WC",,43356_UTS_EXCEL101
13/09/2018,2018,3,ACU,REFINE101,20180913T1330_ACU_or,,Manual,16,7,InPerson,0.5,16,,,Open Refine,9,Thu,AW,,43356_ACU_REFINE101
13/09/2018,2018,3,UON,EXCEL101,20180913T0930_UON_excel,48472028141,Processed,17,12,InPerson,1,17,,,Excel,9,Thu,RB,,43356_UON_EXCEL101
14/09/2018,2018,3,USYD,R101,20180914T0930_USYD_r,47100636271,Processed,28,16,InPerson,1,28,,,R,9,Fri,"JZ, WB",,43357_USYD_R101
14/09/2018,2018,3,WSU,R101,20180914T0930_WSU_r,48115214903,Processed,18,14,InPerson,1,18,,,R,9,Fri,"SW, JA",,43357_WSU_R101
18/09/2018,2018,3,UNSW,REDCAP101,20180918T0930_UNSW_redcap,48783311197,Processed,36,22,InPerson,0.5,36,,,REDCap,9,Tue,"JA, AW",,43361_UNSW_REDCAP101
18/09/2018,2018,3,UNSW,SQL101,20180918T1330_UNSW_sql,48783365359,Processed,37,22,InPerson,0.5,37,,,SQL,9,Tue,"JA, AW",,43361_UNSW_SQL101
19/09/2018,2018,3,USYD,REGEX101,20180919T0930_USYD_re,47101216005,Processed,12,7,InPerson,0.5,12,,,Regular Expressions,9,Wed,"AG, JZ",,43362_USYD_REGEX101
19/09/2018,2018,3,USYD,GIT101,20180919T1330_USYD_git,47101247098,Processed,12,6,InPerson,0.5,12,,,Git,9,Wed,"AG, JZ",,43362_USYD_GIT101
21/09/2018,2018,3,LTU,REDCAP101,20180921T0930_LTU_redcap,https://goo.gl/forms/msiI8RI4il1oZRFI3,Manual,8,7,InPerson,0.5,8,,,REDCap,9,Fri,GM,,43364_LTU_REDCAP101
21/09/2018,2018,3,WSU,PYTHON101,20180921T0930_WSU_python,48116644178,Processed,15,11,InPerson,1,15,,,Python,9,Fri,"AG, DG",,43364_WSU_PYTHON101
17/09/2018,2018,3,UC,R101,20180917T0900_UC_r,49071336689,Processed,17,10,InPerson,1,17,,,R,9,Mon,"SW, RF",,43360_UC_R101
18/09/2018,2018,3,UC,R203,20180918T0900_UC_r2,49071395866,Processed,14,9,InPerson,1,14,,,R,9,Tue,"SW, RF",,43361_UC_R203
19/09/2018,2018,3,UC,SQL101,20180919T0900_UC_sql,49071512214,Processed,10,6,InPerson,0.5,10,,,SQL,9,Wed,"SW, RF",,43362_UC_SQL101
19/09/2018,2018,3,UC,RDMT001,20180919T1230_UC_rdmt,49071569385,Processed,8,0,InPerson,0.5,8,,,RDMT,9,Wed,"SW, RF",,43362_UC_RDMT001
20/09/2018,2018,3,UC,PYTHON101,20180920T0900_UC_python,49071644610,Processed,16,11,InPerson,1,16,,,Python,9,Thu,"SW, RF",,43363_UC_PYTHON101
21/09/2018,2018,3,UC,PYTHON203,20180921T0900_UC_python2,49071709805,Processed,12,6,InPerson,1,12,,,Python,9,Fri,"SW, RF",,43364_UC_PYTHON203
24/09/2018,2018,3,WSU,R203,20180924T0930_WSU_r2,48116199849,Processed,14,6,InPerson,1,14,,,R,9,Mon,"SW, JA",,43367_WSU_R203
25/09/2018,2018,3,Deakin,REDCAP101,20180925T1000_Deakin_redcap,https://www.eventbrite.com.au/e/introduction-to-redcap-deakin-burwood-tickets-49678540853,Manual,24,19,InPerson,0.5,24,,,REDCap,9,Tue,JL,,43368_Deakin_REDCAP101
28/09/2018,2018,3,WSU,PYTHON203,20180928T0930_WSU_python2,48116651199,Processed,14,6,InPerson,1,14,,,Python,9,Fri,"SW, JZ",,43371_WSU_PYTHON203
02/10/2018,2018,4,UNSW,EXCEL101,20181002T0930_UNSW_excel,47651463811,Processed,22,7,InPerson,1,22,,,Excel,10,Tue,"JA, RF",,43375_UNSW_EXCEL101
03/10/2018,2018,4,UNSW,PYTHON101,20181003T0930_UNSW_python,47651498916,Processed,39,19,InPerson,1,39,,,Python,10,Wed,"SW, JA",,43376_UNSW_PYTHON101
03/10/2018,2018,4,UON,GIT101,20181003T1300_UON_git,50031049215,Processed,15,12,InPerson,0.5,15,,,Git,10,Wed,"AG, RB",,43376_UON_GIT101
03/10/2018,2018,4,Deakin,PYTHON101,20181003T0930_Deakin_python,https://www.eventbrite.com.au/e/introduction-to-programming-with-python-deakin-waurn-ponds-tickets-50049019966,Manual,9,8,InPerson,1,9,,,Python,10,Wed,"MS, JL",,43376_Deakin_PYTHON101
04/10/2018,2018,4,UNSW,RDMT001,20181004T0930_UNSW_rdmt,47651504934,Processed,29,12,InPerson,0.5,29,,,RDMT,10,Thu,"RF, JA, SW",,43377_UNSW_RDMT001
04/10/2018,2018,4,UNSW,SQL101,20181004T1330_UNSW_sql,47651653378,Processed,23,11,InPerson,0.5,23,,,SQL,10,Thu,"JA, SW",,43377_UNSW_SQL101
04/10/2018,2018,4,UON,R101,20181004T0930_UON_r,50031050218,Processed,27,21,InPerson,1,27,,,R,10,Thu,"AG, JZ",,43377_UON_R101
04/10/2018,2018,4,LTU,PYTHON101,20181004T0930_LTU_python,https://goo.gl/forms/xTg6hAVSlfGgVxB42,Manual,10,8,InPerson,1,10,,,Python,10,Thu,"GM, MS",,43377_LTU_PYTHON101
05/10/2018,2018,4,USYD,UNIX101,20181005T0930_USYD_unix,47102082597,Processed,22,15,InPerson,0.5,22,,,Unix,10,Fri,"AW, GT",,43378_USYD_UNIX101
05/10/2018,2018,4,UNSW,GFT101,20181005T0930_UNSW_gft,47651605234,Processed,21,9,InPerson,0.5,21,,,Google Fusion Tables,10,Fri,"JA, SW",,43378_UNSW_GFT101
05/10/2018,2018,4,UON,PYTHON203,20181005T0930_UON_python2,50031051221,Processed,28,23,InPerson,1,28,,,Python,10,Fri,"AG, JZ",,43378_UON_PYTHON203
09/10/2018,2018,4,UNSW,PYTHON101,20181009T0930_UNSW_python,48783437575,Processed,35,23,InPerson,1,35,,,Python,10,Tue,"AG, JA",,43382_UNSW_PYTHON101
10/10/2018,2018,4,WSU,EXCEL101,20181010T0930_WSU_excel,48116659223,Processed,9,3,InPerson,1,9,,,Excel,10,Wed,"JA, DG",,43383_WSU_EXCEL101
11/10/2018,2018,4,Deakin,UNIX101,20181011T1000_Deakin_unix,https://www.eventbrite.com.au/e/introduction-to-unix-command-line-deakin-waurn-ponds-tickets-50059382962,Manual,7,5,InPerson,0.5,7,,,Unix,10,Thu,"PT, JL",,43384_Deakin_UNIX101
12/10/2018,2018,4,USYD,R203,20181012T0930_USYD_r2,47102066549,Processed,35,16,InPerson,1,35,,,R,10,Fri,"AG, JZ",,43385_USYD_R203
12/10/2018,2018,4,Deakin,R203,20181012T1000_Deakin_r2,https://www.eventbrite.com.au/e/r-for-social-scientists-deakin-burwood-trial-workshop-tickets-50260459387,Manual,11,8,InPerson,1,11,,,R,10,Fri,,,43385_Deakin_R203
12/10/2018,2018,4,WSU,RDMT001,20181012T1000_WSU_rdmt,48116453608,Processed,9,7,InPerson,0.5,9,,,RDMT,10,Fri,DG,,43385_WSU_RDMT001
17/10/2018,2018,4,UNE,EXCEL101,20181017T0930_UNE_excel,49924380165,Processed,5,2,InPerson,1,5,,,Excel,10,Wed,"AS, PT",,43390_UNE_EXCEL101
17/10/2018,2018,4,USYD,PYTHON101,20181017T0930_USYD_python,47101415602,Processed,35,19,InPerson,1,35,,,Python,10,Wed,"AG, SW",,43390_USYD_PYTHON101
18/10/2018,2018,4,UNE,QLTRICS101,20181018T0930_UNE_qualtrics,50892798731,Processed,4,3,InPerson,0.5,4,,,Qualtrics,10,Thu,PT,,43391_UNE_QLTRICS101
18/10/2018,2018,4,Deakin,REDCAP101,20181018T0930_Deakin_redcap,https://www.eventbrite.com.au/e/introduction-to-redcap-deakin-burwood-october-2018-tickets-50251664080,Manual,13,12,InPerson,0.5,13,,,REDCap,10,Thu,JL,,43391_Deakin_REDCAP101
22/10/2018,2018,4,UNSW,PYTHON203,20181022T0930_UNSW_python2,48783452620,Processed,30,21,InPerson,1,30,,,Python,10,Mon,"SW, GT",,43395_UNSW_PYTHON203
23/10/2018,2018,4,UTS,R101,20181023T0930_UTS_r,50625189304,Processed,38,22,InPerson,1,38,,,R,10,Tue,"JZ, WC",,43396_UTS_R101
24/10/2018,2018,4,USYD,MATLAB101,20181024T0930_USYD_matlab,47101541980,Processed,15,11,InPerson,1,15,,,MATLAB,10,Wed,"AG, SW",,43397_USYD_MATLAB101
25/10/2018,2018,4,UTS,REGEX101,20181025T0930_UTS_re,43634071683,Processed,16,9,InPerson,0.5,16,,,Regular Expressions,10,Thu,"AG, WC",,43398_UTS_REGEX101
25/10/2018,2018,4,UTS,REGEX201,20181025T1315_UTS_reoc,43634088734,Processed,17,9,InPerson,0.5,17,,,Regular Expressions,10,Thu,"AG, WC",,43398_UTS_REGEX201
29/10/2018,2018,4,UTS,GFT101,20181029T1500_UTS_gft,,Manual,14,14,InPerson,0.5,14,,,Google Fusion Tables,10,Mon,WC,,43402_UTS_GFT101
29/10/2018,2018,4,UNSW,R101,20181029T0930_UNSW_r,48783486722,Processed,40,22,InPerson,1,40,,,R,10,Mon,"AG, JA",,43402_UNSW_R101
02/11/2018,2018,4,USYD,R101,20181102T0930_USYD_r,47102134753,Processed,36,26,InPerson,1,36,,,R,11,Fri,"JZ, GT",,43406_USYD_R101
05/11/2018,2018,4,UNSW,R203,20181105T0930_UNSW_r2,48783582007,Processed,40,24,InPerson,1,40,,,R,11,Mon,"SW, GT",,43409_UNSW_R203
07/11/2018,2018,4,USYD,EXCEL101,20181107T0930_USYD_excel,47102148795,Processed,26,11,InPerson,1,26,,,Excel,11,Wed,"JZ, JA",,43411_USYD_EXCEL101
07/11/2018,2018,4,LTU,REDCAP101,20181107T0930_LTU_redcap,https://goo.gl/forms/z3viWga09V1lXNfj1,Manual,18,14,InPerson,0.5,18,,,REDCap,11,Wed,GM,,43411_LTU_REDCAP101
13/11/2018,2018,4,UTS,SC101,20181113T0930_UTS_sc,43634126848,Processed,39,20,InPerson,2,39,,,Software Carpentry,11,Tue,"SW, WC",,43417_UTS_SC101
14/11/2018,2018,4,UNE,R101,20181114T0930_UNE_r,49924482471,Processed,15,8,InPerson,1,15,,,R,11,Wed,"AS, JS, PR",,43418_UNE_R101
14/11/2018,2018,4,UON,EXCEL101,20181114T1000_UON_excel,51384170437,Processed,14,9,InPerson,1,14,,,Excel,11,Wed,RB,,43418_UON_EXCEL101
15/11/2018,2018,4,UTS,REDCAP101,20181115T0930_UTS_redcap,51322582225,Processed,21,16,InPerson,0.5,21,,,REDCap,11,Thu,WC,,43419_UTS_REDCAP101
19/11/2018,2018,4,UNSW,JULIA101,20181119T0930_UNSW_julia,51449128729,Processed,42,25,InPerson,1,42,,,Julia,11,Mon,"AP, AG, MR",,43423_UNSW_JULIA101
19/11/2018,2018,4,LTU,R101,20181119T0930_LTU_r,https://goo.gl/forms/SPHGf0tgYAhnXmbY2,Manual,13,6,InPerson,1,13,,,R,11,Mon,GM,,43423_LTU_R101
22/11/2018,2018,4,ACU,R101,20181122T0930_ACU_r,52696420412,Processed,9,8,InPerson,1,9,,,R,11,Thu,"AG, AW",,43426_ACU_R101
26/11/2018,2018,4,ACU,REDCAP101,20181126T1330_ACU_redcap,52696443481,Processed,9,9,InPerson,0.5,9,,,REDCap,11,Mon,AW,,43430_ACU_REDCAP101
28/11/2018,2018,4,USYD,PYTHON203,20181128T0930_USYD_python2,47102183900,Processed,36,9,InPerson,1,36,,,Python,11,Wed,"JZ, SW",,43432_USYD_PYTHON203
29/11/2018,2018,4,LTU,R203,20181129T0930_LTU_r2,https://goo.gl/forms/600GKE156nnzURQg1,Manual,11,12,InPerson,1,11,,,R,11,Thu,"PT, GM",,43433_LTU_R203
30/11/2018,2018,4,LTU,PYTHON203,20181130T0930_LTU_python2,https://goo.gl/forms/OtTGfHbkFBmRwrOx2,Manual,11,8,InPerson,1,11,,,Python,11,Fri,"PT, GM",,43434_LTU_PYTHON203
03/12/2018,2018,4,UON,EXCEL101,20181203T1000_UON_excel,52328998443,Processed,16,14,InPerson,1,16,,,Excel,12,Mon,RB,,43437_UON_EXCEL101
04/12/2018,2018,4,UON,R203,20181204T0930_UON_r2,52329012485,Processed,19,13,InPerson,1,19,,,R,12,Tue,"MR, RB",,43438_UON_R203
05/12/2018,2018,4,UON,PYTHON101,20181205T0930_UON_python,52329018503,Processed,29,23,InPerson,1,29,,,Python,12,Wed,"AP, RB",,43439_UON_PYTHON101
12/12/2018,2018,4,Deakin,REDCAP101,20181212T1000_Deakin_redcap,52892516942,Manual,6,6,InPerson,0.5,6,,,REDCap,12,Wed,JL,,43446_Deakin_REDCAP101
13/12/2018,2018,4,Deakin,PYTHON101,20181213T0930_Deakin_python,52893238099,Processed,24,23,InPerson,1,24,,,Python,12,Thu,"PT, GM",,43447_Deakin_PYTHON101
19/12/2018,2018,4,ACU,REDCAP101,20181219T1400_ACU_redcap,53707652033,Processed,17,16,InPerson,0.5,17,,,REDCap,12,Wed,AW,,43453_ACU_REDCAP101
01/02/2019,2019,1,USYD,EXCEL101,20190201T0930_USYD_EXCEL101,53888465852,Processed,34,19,InPerson,1,34,,,Excel,2,Fri,JA,MR,43497_USYD_EXCEL101
07/02/2019,2019,1,USYD,SC101,20190207T0930_USYD_SC101,53888931244,Processed,37,23,InPerson,2,37,,,Software Carpentry,2,Thu,,,43503_USYD_SC101
08/02/2019,2019,1,Deakin,RDMT001,20190209T1100_Deakin_RDMT101,,Manual,15,15,InPerson,0.5,15,,,RDMT,2,Fri,,,43504_Deakin_RDMT001
11/02/2019,2019,1,WSU,PYTHON101,20190211T0930_WSU_PYTHON101,55135376395,Processed,8,6,InPerson,1,8,,,Python,2,Mon,AP,DG,43507_WSU_PYTHON101
12/02/2019,2019,1,UTS,EXCEL101,20190212T0930_UTS_EXCEL101,55006287286,Processed,22,18,InPerson,1,22,,,Excel,2,Tue,JA,WC,43508_UTS_EXCEL101
12/02/2019,2019,1,UNSW,JULIA101,20190212T0930_UNSW_JULIA101,53895804803,Processed,36,22,InPerson,1,36,,,Julia,2,Tue,AP,"MR, JZ",43508_UNSW_JULIA101
12/02/2019,2019,1,LTU,REDCAP101,20190212T0930_LTU_REDCAP101,https://goo.gl/forms/YHWRKlAZCdepaRX82,Manual,11,8,InPerson,0.5,11,,,REDCap,2,Tue,GM,,43508_LTU_REDCAP101
13/02/2019,2019,1,UTS,DVIS001,20190213T1000_UTS_DVIS001,55006795807,Processed,28,21,InPerson,0.5,28,,,,2,Wed,WC,,43509_UTS_DVIS001
13/02/2019,2019,1,Deakin,REDCAP101,20190213T1230_Deakin_REDCAP101,55247883908,Processed,20,15,InPerson,0.5,20,,,REDCap,2,Wed,JL,PT,43509_Deakin_REDCAP101
14/02/2019,2019,1,UTS,R101,20190214T0930_UTS_R101,55006805837,Processed,45,36,InPerson,1,45,,,R,2,Thu,AG,WC,43510_UTS_R101
14/02/2019,2019,1,WSU,R101,20190214T0930_WSU_R101,55135565962,Processed,19,17,InPerson,1,19,,,R,2,Thu,DG,AM,43510_WSU_R101
19/02/2019,2019,1,LTU,EXCEL101,20190219T0930_LTU_EXCEL101,https://goo.gl/forms/frT3iYI2dWp7fDmq1,Manual,33,29,InPerson,1,33,,,Excel,2,Tue,GM,MS,43515_LTU_EXCEL101
19/02/2019,2019,1,UTS,R203,20190219T0930_UTS_R203,55006383574,Processed,39,27,InPerson,1,39,,,R,2,Tue,AG,WC,43515_UTS_R203
19/02/2019,2019,1,UNSW,EXCEL101,20190219T0930_UNSW_EXCEL101,53895727572,Processed,38,20,InPerson,1,38,,,Excel,2,Tue,"JZ, WB",,43515_UNSW_EXCEL101
20/02/2019,2019,1,UTS,UNIX101,20190220T0930_UTS_UNIX101,55006820882,Processed,14,10,InPerson,0.5,14,,,Unix,2,Wed,WC,JZ,43516_UTS_UNIX101
20/02/2019,2019,1,USYD,SPSS101,20190220T0930_USYD_SPSS101,53888770764,Processed,35,20,InPerson,1,35,,,SPSS,2,Wed,JL,"AP, AG",43516_USYD_SPSS101
20/02/2019,2019,1,Deakin,PYTHON101,20190220T0930_Deakin_PYTHON101,54325394718,Processed,20,16,InPerson,1,20,,,Python,2,Wed,PT,MS,43516_Deakin_PYTHON101
20/02/2019,2019,1,UNE,R101,20190220T0930_UNE_R101,55055482430,Processed,14,13,InPerson,1,14,,,R,2,Wed,AS,"RC, PR",43516_UNE_R101
21/02/2019,2019,1,USYD,PYTHON101,20190221T0930_USYD_PYTHON101,55004051599,Processed,38,21,InPerson,1,38,,,Python,2,Thu,AG,MR,43517_USYD_PYTHON101
21/02/2019,2019,1,ACU,REDCAP101,20190221T0930_ACU_REDCAP101,55675926194,Processed,18,14,InPerson,0.5,18,,,REDCap,2,Thu,AW,,43517_ACU_REDCAP101
25/02/2019,2019,1,WSU,PYTHON203,20190225T0930_WSU_PYTHON203,55135650214,Processed,8,5,InPerson,1,8,,,Python,2,Mon,AP,JA,43521_WSU_PYTHON203
26/02/2019,2019,1,UNSW,R101,20190226T0930_UNSW_R101,53895849938,Processed,36,22,InPerson,1,36,,,R,2,Tue,"AG, JZ",,43522_UNSW_R101
26/02/2019,2019,1,Deakin,SQL101,20190226T1230_Deakin_SQL101,55314746897,Processed,23,17,InPerson,0.5,23,,,SQL,2,Tue,PT,JL,43522_Deakin_SQL101
26/02/2019,2019,1,Deakin,UNIX101,20190226T0930_Deakin_UNIX101,55611146436,Processed,5,3,InPerson,0.5,5,,,Unix,2,Tue,PT,JL,43522_Deakin_UNIX101
27/02/2019,2019,1,Deakin,REDCAP101,20190227T0930_Deakin_REDCAP101,55555594278,Processed,8,4,InPerson,0.5,8,,,REDCap,2,Wed,JL,PT,43523_Deakin_REDCAP101
28/02/2019,2019,1,WSU,R203,20190228T0930_WSU_R203,55135675289,Processed,12,8,InPerson,1,12,,,R,2,Thu,AP,JA,43524_WSU_R203
04/03/2019,2019,1,UNE,R101,20190304T0930_UNE_R101,56607985007,Processed,10,9,InPerson,1,10,,,R,3,Mon,AS,"PR, AS",43528_UNE_R101
05/03/2019,2019,1,Deakin,QLTRICS101,20190305T0930_Deakin_QLTRICS101,55249567945,Processed,14,11,InPerson,0.5,14,,,Qualtrics,3,Tue,PT,MS,43529_Deakin_QLTRICS101
05/03/2019,2019,1,UNSW,R203,20190305T0930_UNSW_R203,53895883037,Processed,38,19,InPerson,1,38,,,R,3,Tue,"AG, AP",,43529_UNSW_R203
05/03/2019,2019,1,Deakin,RDMT001,20190305T1300_Deakin_RDMT001,,Manual,22,22,InPerson,0.5,22,,,RDMT,3,Tue,JL,,43529_Deakin_RDMT001
06/03/2019,2019,1,UNE,R203,20190306T0930_UNE_R203,55055713120,Processed,15,14,InPerson,1,15,,,R,3,Wed,AS,"RC, PR",43530_UNE_R203
07/03/2019,2019,1,CSU,RDMT001,20190307T0930_CSU_RDMT001,,Manual,25,17,InPerson,0.5,25,,,RDMT,3,Thu,,,43531_CSU_RDMT001
08/03/2019,2019,1,LTU,R101,20190308T0930_LTU_R101,https://goo.gl/forms/1K95RpQV0B75r3ur1,Manual,23,18,InPerson,1,23,,,R,3,Fri,"GM, MS",,43532_LTU_R101
11/03/2019,2019,1,USYD,MATLAB101,20190311T0930_USYD_MATLAB101,57146316170,Processed,18,10,InPerson,1,18,,,MATLAB,3,Mon,AP,MR,43535_USYD_MATLAB101
11/03/2019,2019,1,UNSW,SC101,20190311T0930_UNSW_SC101,53896224057,Processed,39,24,InPerson,2,39,,,Software Carpentry,3,Mon,"AG, JZ",,43535_UNSW_SC101
12/03/2019,2019,1,Deakin,PYTHON101,20190312T0930_Deakin_PYTHON101,55247900959,Processed,20,14,InPerson,1,20,,,Python,3,Tue,MS,PT,43536_Deakin_PYTHON101
13/03/2019,2019,1,Deakin,R101,20190313T0930_Deakin_R101,55247933055,Processed,21,11,InPerson,1,21,,,R,3,Wed,MS,JL,43537_Deakin_R101
14/03/2019,2019,1,USYD,UNIX101,20190314T0930_USYD_UNIX101,55944419264,Processed,27,8,InPerson,0.5,27,,,Unix,3,Thu,MR,GP,43538_USYD_UNIX101
18/03/2019,2019,1,UNSW,PYTHON203,20190318T0930_UNSW_PYTHON203,53896335390,Processed,31,25,InPerson,1,31,,,Python,3,Mon,MR,AP,43542_UNSW_PYTHON203
19/03/2019,2019,1,Deakin,GIT101,20190319T0930_Deakin_GIT101,55247947097,Processed,9,2,InPerson,0.5,9,,,Git,3,Tue,PT,JL,43543_Deakin_GIT101
20/03/2019,2019,1,Deakin,EXCEL101,20190320T0930_Deakin_EXCEL101,55195902430,Processed,22,16,InPerson,1,22,,,Excel,3,Wed,JL,PT,43544_Deakin_EXCEL101
20/03/2019,2019,1,UNE,MATLAB101,20190320T0930_UNE_MATLAB101,55055736189,Processed,7,5,InPerson,1,7,,,MATLAB,3,Wed,AS,PR,43544_UNE_MATLAB101
22/03/2019,2019,1,LTU,MATLAB101,20190322T0930_LTU_MATLAB101,https://goo.gl/forms/ndfvOl7DZfdYu8FU2,Manual,12,9,InPerson,1,12,,,MATLAB,3,Fri,AA,GM,43546_LTU_MATLAB101
22/03/2019,2019,1,USYD,R101,20190322T0930_USYD_R101,55948736176,Processed,42,30,InPerson,1,42,,,R,3,Fri,MR,AP,43546_USYD_R101
26/03/2019,2019,1,UNSW,REDCAP101,20190326T1330_UNSW_REDCAP101,53896427666,Processed,39,30,InPerson,0.5,39,,,REDCap,3,Tue,AW,"JZ, JA",43550_UNSW_REDCAP101
26/03/2019,2019,1,UNSW,SQL101,20190326T0930_UNSW_SQL101,53896401588,Processed,36,21,InPerson,0.5,36,,,SQL,3,Tue,JZ,JA,43550_UNSW_SQL101
29/03/2019,2019,1,Deakin,SPSS101,20190329T0930_Deakin_SPSS101,55247978190,Processed,18,11,InPerson,1,18,,,SPSS,3,Fri,JL,,43553_Deakin_SPSS101
29/03/2019,2019,1,USYD,PYTHON203,20190329T0930_USYD_PYTHON203,57146558896,Processed,36,17,InPerson,1,36,,,Python,3,Fri,"MR, AG",,43553_USYD_PYTHON203
02/04/2019,2019,2,UNSW,MATLAB101,20190402T0930_UNSW_MATLAB101,53896449732,Processed,38,22,InPerson,1,38,,,MATLAB,4,Tue,JZ,JA,43557_UNSW_MATLAB101
03/04/2019,2019,2,UNE,SQL101,20190403T0930_UNE_SQL101,55055756249,Processed,6,3,InPerson,0.5,6,,,SQL,4,Wed,AS,"RC, PR",43558_UNE_SQL101
03/04/2019,2019,2,USYD,EXCEL101,20190403T0930_USYD_EXCEL101,58336535147,Processed,26,20,InPerson,1,26,,,Excel,4,Wed,"JZ, JA",,43558_USYD_EXCEL101
08/04/2019,2019,2,UNSW,EXCEL101,20190408T0930_UNSW_EXCEL101,53896544014,Processed,32,23,InPerson,1,32,,,Excel,4,Mon,"JZ, JA",,43563_UNSW_EXCEL101
08/04/2019,2019,2,UNSW,PYTHON101,20190408T0930_UNSW_PYTHON101,59300722056,Processed,40,29,InPerson,1,40,,,Python,4,Mon,"RF, AG",,43563_UNSW_PYTHON101
09/04/2019,2019,2,UNSW,PYTHON203,20190409T0930_UNSW_PYTHON203,59300738104,Processed,43,25,InPerson,1,43,,,Python,4,Tue,"RF, AG",,43564_UNSW_PYTHON203
10/04/2019,2019,2,USYD,JULIA101,20190410T0930_USYD_JULIA101,58336574264,Processed,23,18,InPerson,1,23,,,Julia,4,Wed,MR,AP,43565_USYD_JULIA101
12/04/2019,2019,2,Deakin,REDCAP101,20190412T1000_Deakin_REDCAP101,58402587712,Processed,7,5,InPerson,0.5,7,,,REDCap,4,Fri,JL,,43567_Deakin_REDCAP101
12/04/2019,2019,2,LTU,WEBDATA201,20190412T0930_LTU_WEBDATA201,https://goo.gl/forms/3eZx7Gx8yUUMFISi1,Manual,9,5,InPerson,1,9,,,Web Scraping,4,Fri,GM,,43567_LTU_WEBDATA201
15/04/2019,2019,2,UON,R101,20190415T0930_UON_R101,59361543976,Processed,29,19,InPerson,1,29,,,R,4,Mon,AG,JA,43570_UON_R101
15/04/2019,2019,2,Deakin,RDMT001,20190415T0930_Deakin_RDMT001,,Manual,24,24,InPerson,0.5,24,,,RDMT,4,Mon,PT,,43570_Deakin_RDMT001
16/04/2019,2019,2,UON,PYTHON203,20190416T0930_UON_PYTHON203,59361556012,Processed,21,16,InPerson,1,21,,,Python,4,Tue,AG,JA,43571_UON_PYTHON203
17/04/2019,2019,2,UNE,R101,20190417T0930_UNE_R101,55055788345,Processed,8,7,InPerson,1,8,,,R,4,Wed,RC,"AS, PR",43572_UNE_R101
17/04/2019,2019,2,USYD,SC101,20190417T0930_USYD_SC101,58336620402,Processed,26,13,InPerson,2,26,,,Software Carpentry,4,Wed,AP,MR,43572_USYD_SC101
17/04/2019,2019,2,UON,EXCEL101,20190417T0930_UON_EXCEL101,59361575069,Processed,22,19,InPerson,1,22,,,Excel,4,Wed,JA,,43572_UON_EXCEL101
17/04/2019,2019,2,Deakin,R203,20190417T0930_Deakin_R203,59736445316,Processed,9,7,InPerson,1,9,,,R,4,Wed,PT,MS,43572_Deakin_R203
29/04/2019,2019,2,WSU,EXCEL101,20190429T0930_WSU_EXCEL101,55135713403,Processed,19,12,InPerson,1,19,,,Excel,4,Mon,DG,XW,43584_WSU_EXCEL101
01/05/2019,2019,2,USYD,R101,20190501T0930_USYD_R101,58336638456,Processed,31,21,InPerson,1,31,,,R,5,Wed,AP,AM,43586_USYD_R101
01/05/2019,2019,2,WSU,EXCEL101,20190501T0930_WSU_EXCEL101,55135732460,Processed,19,8,InPerson,1,19,,,Excel,5,Wed,DG,XW,43586_WSU_EXCEL101
07/05/2019,2019,2,Deakin,SPSS101,20190507T1000_Deakin_SPSS101,42857373558,Processed,8,5,InPerson,1,8,,,SPSS,5,Tue,JL,,43592_Deakin_SPSS101
09/05/2019,2019,2,LTU,EXCEL101,20190509T0930_LTU_EXCEL101,https://goo.gl/forms/ailWakwVTkoNpd193,Manual,9,8,InPerson,1,9,,,Excel,5,Thu,GM,,43594_LTU_EXCEL101
